"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 21:51:53 ICT 2019","Wed May 01 21:52:12 ICT 2019","19280","","Get Skiing","","Get Skiing","Get Skiing","Get Skiing",""
